"","m","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"38","yellow",1,TRUE,2.9e-07,1043,781,123,0.157,0.118,"GO:0048870","BP",136,"cell motility",1,"ENSG00000007372,ENSG00000007384,ENSG00000010810,ENSG00000065243,ENSG00000069702,ENSG00000071127,ENSG00000077942,ENSG00000078401,ENSG00000079308,ENSG00000079691,ENSG00000083857,ENSG00000084207,ENSG00000085719,ENSG00000087077,ENSG00000088280,ENSG00000091409,ENSG00000092969,ENSG00000099250,ENSG00000100300,ENSG00000100644,ENSG00000100979,ENSG00000101367,ENSG00000103811,ENSG00000105894,ENSG00000106211,ENSG00000106538,ENSG00000106571,ENSG00000106804,ENSG00000107104,ENSG00000108854,ENSG00000109062,ENSG00000110651,ENSG00000111961,ENSG00000112333,ENSG00000112715,ENSG00000113296,ENSG00000113645,ENSG00000113657,ENSG00000113721,ENSG00000114315,ENSG00000115109,ENSG00000115461,ENSG00000116044,ENSG00000116815,ENSG00000120063,ENSG00000124145,ENSG00000124181,ENSG00000124782,ENSG00000125398,ENSG00000125968,ENSG00000126016,ENSG00000127603,ENSG00000129116,ENSG00000129219,ENSG00000129244,ENSG00000130203,ENSG00000130303,ENSG00000130876,ENSG00000130988,ENSG00000131981,ENSG00000132470,ENSG00000133639,ENSG00000133789,ENSG00000134215,ENSG00000135404,ENSG00000135744,ENSG00000135919,ENSG00000136160,ENSG00000136205,ENSG00000137033,ENSG00000137285,ENSG00000137509,ENSG00000138448,ENSG00000138685,ENSG00000139352,ENSG00000141736,ENSG00000144476,ENSG00000145431,ENSG00000146535,ENSG00000146648,ENSG00000147065,ENSG00000148053,ENSG00000148400,ENSG00000151012,ENSG00000153208,ENSG00000154229,ENSG00000154721,ENSG00000154928,ENSG00000155366,ENSG00000158195,ENSG00000160712,ENSG00000162407,ENSG00000162733,ENSG00000164038,ENSG00000164104,ENSG00000166224,ENSG00000166341,ENSG00000167601,ENSG00000168003,ENSG00000168209,ENSG00000168610,ENSG00000169439,ENSG00000169860,ENSG00000170370,ENSG00000170989,ENSG00000171444,ENSG00000171791,ENSG00000172936,ENSG00000173334,ENSG00000173402,ENSG00000173511,ENSG00000176105,ENSG00000180900,ENSG00000182054,ENSG00000184304,ENSG00000184486,ENSG00000185043,ENSG00000198914,ENSG00000205336,ENSG00000213853,ENSG00000239697,ENSG00000240583,ENSG00000254087"
"89","yellow",1,TRUE,6.23e-07,389,781,59,0.076,0.152,"GO:0007423","BP",120,"sensory organ development",1,"ENSG00000007372,ENSG00000026025,ENSG00000078246,ENSG00000078401,ENSG00000092969,ENSG00000099250,ENSG00000100644,ENSG00000101144,ENSG00000101439,ENSG00000101605,ENSG00000101938,ENSG00000104313,ENSG00000105894,ENSG00000106025,ENSG00000106571,ENSG00000106689,ENSG00000109062,ENSG00000112333,ENSG00000112715,ENSG00000113721,ENSG00000114315,ENSG00000115159,ENSG00000115380,ENSG00000116132,ENSG00000116478,ENSG00000117713,ENSG00000124145,ENSG00000124479,ENSG00000125398,ENSG00000134138,ENSG00000134376,ENSG00000135446,ENSG00000137936,ENSG00000138696,ENSG00000139352,ENSG00000142611,ENSG00000144749,ENSG00000146648,ENSG00000148053,ENSG00000148400,ENSG00000149489,ENSG00000151012,ENSG00000152977,ENSG00000153208,ENSG00000154928,ENSG00000162889,ENSG00000164190,ENSG00000165821,ENSG00000166341,ENSG00000168610,ENSG00000171791,ENSG00000172037,ENSG00000174804,ENSG00000180340,ENSG00000180900,ENSG00000181449,ENSG00000186350,ENSG00000197324,ENSG00000240583"
"72","yellow",1,TRUE,1.42e-06,1781,781,184,0.236,0.103,"GO:0071310","BP",15,"cellular response to organic substance",1,"ENSG00000004799,ENSG00000009830,ENSG00000010810,ENSG00000011201,ENSG00000011304,ENSG00000011405,ENSG00000016402,ENSG00000018625,ENSG00000026103,ENSG00000041982,ENSG00000049323,ENSG00000056736,ENSG00000058262,ENSG00000068078,ENSG00000068079,ENSG00000069702,ENSG00000070540,ENSG00000072778,ENSG00000073712,ENSG00000075142,ENSG00000078295,ENSG00000078401,ENSG00000079337,ENSG00000082781,ENSG00000084207,ENSG00000085719,ENSG00000091409,ENSG00000092820,ENSG00000092969,ENSG00000095637,ENSG00000099250,ENSG00000100234,ENSG00000100300,ENSG00000100427,ENSG00000100644,ENSG00000101144,ENSG00000101871,ENSG00000101938,ENSG00000102580,ENSG00000102935,ENSG00000103811,ENSG00000103966,ENSG00000104517,ENSG00000105894,ENSG00000106080,ENSG00000106211,ENSG00000106538,ENSG00000107104,ENSG00000108854,ENSG00000109501,ENSG00000110090,ENSG00000110651,ENSG00000111961,ENSG00000112333,ENSG00000112715,ENSG00000113594,ENSG00000113657,ENSG00000113658,ENSG00000113721,ENSG00000113732,ENSG00000114166,ENSG00000114315,ENSG00000114698,ENSG00000115109,ENSG00000115461,ENSG00000116044,ENSG00000116478,ENSG00000116815,ENSG00000117318,ENSG00000117713,ENSG00000118418,ENSG00000119729,ENSG00000119737,ENSG00000119917,ENSG00000120742,ENSG00000120885,ENSG00000121691,ENSG00000122756,ENSG00000123104,ENSG00000124181,ENSG00000125144,ENSG00000125398,ENSG00000125968,ENSG00000130203,ENSG00000130303,ENSG00000133048,ENSG00000134324,ENSG00000134352,ENSG00000134532,ENSG00000134569,ENSG00000135404,ENSG00000135446,ENSG00000135744,ENSG00000136160,ENSG00000136869,ENSG00000137070,ENSG00000137076,ENSG00000137145,ENSG00000137486,ENSG00000137509,ENSG00000137693,ENSG00000138668,ENSG00000138685,ENSG00000138696,ENSG00000139644,ENSG00000141232,ENSG00000141510,ENSG00000141639,ENSG00000141736,ENSG00000142611,ENSG00000143171,ENSG00000144476,ENSG00000145431,ENSG00000146247,ENSG00000146648,ENSG00000147065,ENSG00000148053,ENSG00000148400,ENSG00000148498,ENSG00000148730,ENSG00000150907,ENSG00000152518,ENSG00000154229,ENSG00000155760,ENSG00000157240,ENSG00000160712,ENSG00000162889,ENSG00000162909,ENSG00000163083,ENSG00000163288,ENSG00000163430,ENSG00000163453,ENSG00000163659,ENSG00000163884,ENSG00000164038,ENSG00000164056,ENSG00000164104,ENSG00000164342,ENSG00000164761,ENSG00000165029,ENSG00000165806,ENSG00000166033,ENSG00000166292,ENSG00000167601,ENSG00000168209,ENSG00000168461,ENSG00000168610,ENSG00000168710,ENSG00000169756,ENSG00000169860,ENSG00000171206,ENSG00000171310,ENSG00000171791,ENSG00000171885,ENSG00000172380,ENSG00000172936,ENSG00000173039,ENSG00000173334,ENSG00000173402,ENSG00000174021,ENSG00000174804,ENSG00000175215,ENSG00000176105,ENSG00000180447,ENSG00000184304,ENSG00000184486,ENSG00000184634,ENSG00000185043,ENSG00000185591,ENSG00000185650,ENSG00000185920,ENSG00000186153,ENSG00000186350,ENSG00000186951,ENSG00000196139,ENSG00000196218,ENSG00000198838,ENSG00000204264,ENSG00000204632,ENSG00000213366,ENSG00000223802,ENSG00000239697,ENSG00000240583,ENSG00000254087"
"141","yellow",1,TRUE,1.82e-06,499,781,69,0.088,0.138,"GO:0016491","MF",92,"oxidoreductase activity",1,"ENSG00000025423,ENSG00000053371,ENSG00000069535,ENSG00000071967,ENSG00000072778,ENSG00000079931,ENSG00000083123,ENSG00000084207,ENSG00000084754,ENSG00000087842,ENSG00000088826,ENSG00000089472,ENSG00000092621,ENSG00000100033,ENSG00000100243,ENSG00000104325,ENSG00000105607,ENSG00000113790,ENSG00000115159,ENSG00000116157,ENSG00000117592,ENSG00000119471,ENSG00000119711,ENSG00000120733,ENSG00000121691,ENSG00000122884,ENSG00000129151,ENSG00000129521,ENSG00000131781,ENSG00000134716,ENSG00000134824,ENSG00000137198,ENSG00000138029,ENSG00000138413,ENSG00000138796,ENSG00000139531,ENSG00000144908,ENSG00000145284,ENSG00000148450,ENSG00000148672,ENSG00000149485,ENSG00000152952,ENSG00000159231,ENSG00000160200,ENSG00000161533,ENSG00000162482,ENSG00000162496,ENSG00000164038,ENSG00000164904,ENSG00000165092,ENSG00000165475,ENSG00000167693,ENSG00000168306,ENSG00000169738,ENSG00000171503,ENSG00000171903,ENSG00000179761,ENSG00000181019,ENSG00000181192,ENSG00000182054,ENSG00000182551,ENSG00000186153,ENSG00000189221,ENSG00000196139,ENSG00000197724,ENSG00000198363,ENSG00000198736,ENSG00000211448,ENSG00000213366"
"10","yellow",1,TRUE,2.21e-06,145,781,30,0.038,0.207,"GO:0030278","BP",153,"regulation of ossification",1,"ENSG00000046653,ENSG00000092969,ENSG00000100644,ENSG00000101144,ENSG00000106571,ENSG00000113658,ENSG00000115461,ENSG00000117318,ENSG00000125398,ENSG00000125968,ENSG00000130055,ENSG00000131873,ENSG00000134352,ENSG00000134569,ENSG00000138696,ENSG00000138756,ENSG00000141232,ENSG00000148400,ENSG00000160712,ENSG00000162496,ENSG00000162733,ENSG00000164190,ENSG00000169252,ENSG00000170989,ENSG00000171791,ENSG00000172201,ENSG00000174306,ENSG00000183864,ENSG00000184304,ENSG00000185920"
"116","yellow",1,TRUE,2.61e-06,310,781,49,0.063,0.158,"GO:0030055","CC",84,"cell-substrate junction",1,"ENSG00000002586,ENSG00000026025,ENSG00000041982,ENSG00000068078,ENSG00000070756,ENSG00000073712,ENSG00000079308,ENSG00000082781,ENSG00000083857,ENSG00000085719,ENSG00000087077,ENSG00000088280,ENSG00000091409,ENSG00000092820,ENSG00000095637,ENSG00000099250,ENSG00000100711,ENSG00000106211,ENSG00000110651,ENSG00000111077,ENSG00000113721,ENSG00000115109,ENSG00000117519,ENSG00000120063,ENSG00000121691,ENSG00000124145,ENSG00000124942,ENSG00000129116,ENSG00000131626,ENSG00000132470,ENSG00000136205,ENSG00000137076,ENSG00000138448,ENSG00000138639,ENSG00000145012,ENSG00000146535,ENSG00000146648,ENSG00000147065,ENSG00000152661,ENSG00000154380,ENSG00000157240,ENSG00000162733,ENSG00000162909,ENSG00000169756,ENSG00000172164,ENSG00000173402,ENSG00000175183,ENSG00000176105,ENSG00000180340"
"66","yellow",1,TRUE,2.89e-06,628,781,81,0.104,0.129,"GO:0051270","BP",75,"regulation of cellular component movement",1,"ENSG00000007372,ENSG00000018625,ENSG00000065243,ENSG00000069702,ENSG00000075142,ENSG00000077942,ENSG00000078401,ENSG00000079691,ENSG00000084207,ENSG00000085719,ENSG00000087077,ENSG00000091409,ENSG00000092969,ENSG00000099250,ENSG00000100644,ENSG00000101367,ENSG00000103811,ENSG00000105894,ENSG00000106211,ENSG00000106538,ENSG00000106804,ENSG00000107104,ENSG00000108854,ENSG00000109062,ENSG00000110651,ENSG00000111961,ENSG00000112333,ENSG00000112715,ENSG00000113296,ENSG00000113657,ENSG00000113721,ENSG00000113916,ENSG00000115109,ENSG00000115461,ENSG00000116044,ENSG00000120063,ENSG00000124145,ENSG00000124181,ENSG00000124782,ENSG00000125398,ENSG00000126016,ENSG00000127603,ENSG00000130203,ENSG00000130303,ENSG00000130988,ENSG00000131981,ENSG00000133789,ENSG00000134755,ENSG00000135744,ENSG00000135919,ENSG00000137033,ENSG00000137285,ENSG00000137509,ENSG00000138448,ENSG00000138685,ENSG00000141736,ENSG00000144476,ENSG00000145431,ENSG00000146535,ENSG00000146648,ENSG00000147065,ENSG00000148400,ENSG00000154229,ENSG00000160712,ENSG00000162407,ENSG00000162733,ENSG00000168610,ENSG00000170989,ENSG00000171444,ENSG00000171791,ENSG00000172936,ENSG00000173334,ENSG00000173402,ENSG00000173511,ENSG00000182054,ENSG00000184304,ENSG00000185043,ENSG00000205336,ENSG00000213853,ENSG00000240583,ENSG00000254087"
"3","yellow",1,TRUE,4.8e-06,1198,781,132,0.169,0.11,"GO:0023056","BP",38,"positive regulation of signaling",1,"ENSG00000000003,ENSG00000004468,ENSG00000010810,ENSG00000016402,ENSG00000026103,ENSG00000055208,ENSG00000056972,ENSG00000068078,ENSG00000069702,ENSG00000075142,ENSG00000076604,ENSG00000078401,ENSG00000078549,ENSG00000087077,ENSG00000092969,ENSG00000095637,ENSG00000097033,ENSG00000099250,ENSG00000100234,ENSG00000100644,ENSG00000101144,ENSG00000101871,ENSG00000101955,ENSG00000102935,ENSG00000103811,ENSG00000104313,ENSG00000104517,ENSG00000105894,ENSG00000106003,ENSG00000106804,ENSG00000107104,ENSG00000108854,ENSG00000109062,ENSG00000110651,ENSG00000111907,ENSG00000111961,ENSG00000112333,ENSG00000112715,ENSG00000113645,ENSG00000113721,ENSG00000114315,ENSG00000114738,ENSG00000115461,ENSG00000116132,ENSG00000116729,ENSG00000117280,ENSG00000120742,ENSG00000121691,ENSG00000124181,ENSG00000125398,ENSG00000127472,ENSG00000127603,ENSG00000130203,ENSG00000130303,ENSG00000131873,ENSG00000133048,ENSG00000134215,ENSG00000134250,ENSG00000134352,ENSG00000135272,ENSG00000135404,ENSG00000135744,ENSG00000135821,ENSG00000135916,ENSG00000135919,ENSG00000136869,ENSG00000137486,ENSG00000137628,ENSG00000137693,ENSG00000137936,ENSG00000138448,ENSG00000138685,ENSG00000138696,ENSG00000138756,ENSG00000139352,ENSG00000139946,ENSG00000140299,ENSG00000141232,ENSG00000141510,ENSG00000141736,ENSG00000143384,ENSG00000143514,ENSG00000143772,ENSG00000143970,ENSG00000144476,ENSG00000145431,ENSG00000146247,ENSG00000146648,ENSG00000148053,ENSG00000148400,ENSG00000148411,ENSG00000148672,ENSG00000148737,ENSG00000152661,ENSG00000154229,ENSG00000154310,ENSG00000155366,ENSG00000155760,ENSG00000157110,ENSG00000160712,ENSG00000161202,ENSG00000162734,ENSG00000162889,ENSG00000163083,ENSG00000164342,ENSG00000167601,ENSG00000168610,ENSG00000169252,ENSG00000169756,ENSG00000169860,ENSG00000170075,ENSG00000170425,ENSG00000171206,ENSG00000171517,ENSG00000171791,ENSG00000172936,ENSG00000173039,ENSG00000174804,ENSG00000175348,ENSG00000180900,ENSG00000181449,ENSG00000184304,ENSG00000185043,ENSG00000186153,ENSG00000196139,ENSG00000204264,ENSG00000205213,ENSG00000205336,ENSG00000213366,ENSG00000213853,ENSG00000239697,ENSG00000254087"
"6","yellow",1,TRUE,5.57e-06,1087,781,122,0.156,0.112,"GO:0009967","BP",27,"positive regulation of signal transduction",1,"ENSG00000000003,ENSG00000010810,ENSG00000016402,ENSG00000026103,ENSG00000055208,ENSG00000056972,ENSG00000068078,ENSG00000069702,ENSG00000076604,ENSG00000078401,ENSG00000078549,ENSG00000087077,ENSG00000092969,ENSG00000095637,ENSG00000097033,ENSG00000099250,ENSG00000100234,ENSG00000100644,ENSG00000101144,ENSG00000101871,ENSG00000101955,ENSG00000102935,ENSG00000103811,ENSG00000104313,ENSG00000104517,ENSG00000106003,ENSG00000106804,ENSG00000107104,ENSG00000108854,ENSG00000109062,ENSG00000110651,ENSG00000111907,ENSG00000111961,ENSG00000112715,ENSG00000113645,ENSG00000113721,ENSG00000114315,ENSG00000114738,ENSG00000115461,ENSG00000116132,ENSG00000116729,ENSG00000117280,ENSG00000121691,ENSG00000124181,ENSG00000125398,ENSG00000127472,ENSG00000127603,ENSG00000130303,ENSG00000131873,ENSG00000133048,ENSG00000134215,ENSG00000134250,ENSG00000134352,ENSG00000135272,ENSG00000135404,ENSG00000135744,ENSG00000135916,ENSG00000136869,ENSG00000137486,ENSG00000137628,ENSG00000137693,ENSG00000137936,ENSG00000138448,ENSG00000138685,ENSG00000138696,ENSG00000138756,ENSG00000139352,ENSG00000139946,ENSG00000140299,ENSG00000141232,ENSG00000141510,ENSG00000141736,ENSG00000143384,ENSG00000143514,ENSG00000143772,ENSG00000143970,ENSG00000144476,ENSG00000145431,ENSG00000146247,ENSG00000146648,ENSG00000148053,ENSG00000148400,ENSG00000148411,ENSG00000148737,ENSG00000152661,ENSG00000154229,ENSG00000154310,ENSG00000155366,ENSG00000155760,ENSG00000157110,ENSG00000160712,ENSG00000161202,ENSG00000162734,ENSG00000162889,ENSG00000163083,ENSG00000164342,ENSG00000167601,ENSG00000168610,ENSG00000169252,ENSG00000169756,ENSG00000169860,ENSG00000170075,ENSG00000170425,ENSG00000171206,ENSG00000171517,ENSG00000171791,ENSG00000172936,ENSG00000173039,ENSG00000174804,ENSG00000175348,ENSG00000181449,ENSG00000184304,ENSG00000185043,ENSG00000186153,ENSG00000196139,ENSG00000204264,ENSG00000205213,ENSG00000205336,ENSG00000213366,ENSG00000213853,ENSG00000239697,ENSG00000254087"
"14","yellow",1,TRUE,6.46e-06,1285,781,139,0.178,0.108,"GO:1902531","BP",18,"regulation of intracellular signal transduction",1,"ENSG00000000003,ENSG00000010810,ENSG00000016402,ENSG00000026103,ENSG00000046889,ENSG00000047644,ENSG00000055208,ENSG00000056972,ENSG00000068078,ENSG00000075142,ENSG00000076604,ENSG00000077942,ENSG00000078401,ENSG00000078549,ENSG00000084207,ENSG00000087077,ENSG00000092820,ENSG00000092969,ENSG00000099250,ENSG00000100100,ENSG00000100234,ENSG00000100644,ENSG00000100852,ENSG00000101144,ENSG00000101850,ENSG00000101871,ENSG00000105483,ENSG00000106211,ENSG00000106804,ENSG00000107104,ENSG00000109062,ENSG00000109501,ENSG00000110651,ENSG00000111907,ENSG00000111961,ENSG00000112079,ENSG00000112715,ENSG00000113645,ENSG00000113721,ENSG00000113916,ENSG00000114315,ENSG00000114738,ENSG00000114790,ENSG00000115461,ENSG00000116044,ENSG00000116478,ENSG00000116729,ENSG00000119729,ENSG00000120063,ENSG00000120885,ENSG00000121691,ENSG00000124181,ENSG00000125398,ENSG00000125968,ENSG00000126016,ENSG00000127472,ENSG00000129657,ENSG00000129675,ENSG00000130203,ENSG00000130303,ENSG00000130699,ENSG00000130988,ENSG00000133048,ENSG00000134215,ENSG00000134250,ENSG00000134352,ENSG00000135272,ENSG00000135744,ENSG00000135919,ENSG00000136869,ENSG00000137486,ENSG00000137628,ENSG00000138448,ENSG00000138639,ENSG00000138685,ENSG00000139644,ENSG00000139946,ENSG00000140299,ENSG00000141510,ENSG00000141736,ENSG00000143384,ENSG00000143514,ENSG00000143772,ENSG00000144476,ENSG00000145431,ENSG00000146535,ENSG00000146648,ENSG00000148053,ENSG00000148400,ENSG00000148411,ENSG00000148737,ENSG00000150907,ENSG00000152661,ENSG00000152767,ENSG00000154229,ENSG00000154310,ENSG00000154928,ENSG00000155366,ENSG00000155760,ENSG00000160712,ENSG00000161202,ENSG00000162734,ENSG00000162889,ENSG00000163083,ENSG00000163629,ENSG00000164056,ENSG00000164342,ENSG00000165029,ENSG00000165795,ENSG00000165801,ENSG00000166292,ENSG00000166337,ENSG00000167601,ENSG00000168209,ENSG00000169252,ENSG00000169756,ENSG00000169860,ENSG00000170075,ENSG00000170425,ENSG00000171100,ENSG00000171206,ENSG00000171517,ENSG00000171791,ENSG00000172936,ENSG00000173039,ENSG00000173334,ENSG00000173402,ENSG00000174804,ENSG00000175348,ENSG00000180263,ENSG00000181449,ENSG00000183255,ENSG00000184304,ENSG00000185043,ENSG00000196139,ENSG00000196781,ENSG00000205336,ENSG00000213366,ENSG00000254087"
"12","yellow",1,TRUE,8.86e-06,839,781,99,0.127,0.118,"GO:0009968","BP",3,"negative regulation of signal transduction",1,"ENSG00000000003,ENSG00000010810,ENSG00000018408,ENSG00000026103,ENSG00000046889,ENSG00000047644,ENSG00000049323,ENSG00000064655,ENSG00000069702,ENSG00000075142,ENSG00000077942,ENSG00000078246,ENSG00000084207,ENSG00000087077,ENSG00000091409,ENSG00000092820,ENSG00000092969,ENSG00000099250,ENSG00000100100,ENSG00000100234,ENSG00000100644,ENSG00000101144,ENSG00000101938,ENSG00000104313,ENSG00000105483,ENSG00000106003,ENSG00000106211,ENSG00000106571,ENSG00000107104,ENSG00000108375,ENSG00000108854,ENSG00000109062,ENSG00000109501,ENSG00000111783,ENSG00000112079,ENSG00000113645,ENSG00000113721,ENSG00000113916,ENSG00000115461,ENSG00000116044,ENSG00000116478,ENSG00000120885,ENSG00000125398,ENSG00000129657,ENSG00000130203,ENSG00000131981,ENSG00000134569,ENSG00000135744,ENSG00000135919,ENSG00000135926,ENSG00000136869,ENSG00000137486,ENSG00000137693,ENSG00000138448,ENSG00000139644,ENSG00000141232,ENSG00000141736,ENSG00000142611,ENSG00000143384,ENSG00000144476,ENSG00000146247,ENSG00000146648,ENSG00000147509,ENSG00000148400,ENSG00000148737,ENSG00000150907,ENSG00000156076,ENSG00000157240,ENSG00000161202,ENSG00000162496,ENSG00000162734,ENSG00000164056,ENSG00000164104,ENSG00000164342,ENSG00000165795,ENSG00000166033,ENSG00000167315,ENSG00000167693,ENSG00000168209,ENSG00000169252,ENSG00000170075,ENSG00000171100,ENSG00000171310,ENSG00000171444,ENSG00000171791,ENSG00000173039,ENSG00000173334,ENSG00000173402,ENSG00000181449,ENSG00000183255,ENSG00000184634,ENSG00000185043,ENSG00000185920,ENSG00000186153,ENSG00000196781,ENSG00000204264,ENSG00000205213,ENSG00000213366,ENSG00000254087"
"4","yellow",1,TRUE,1.1e-05,1044,781,117,0.15,0.112,"GO:0042325","BP",146,"regulation of phosphorylation",1,"ENSG00000007372,ENSG00000010810,ENSG00000018408,ENSG00000026103,ENSG00000046889,ENSG00000055208,ENSG00000066027,ENSG00000068078,ENSG00000076604,ENSG00000077942,ENSG00000078295,ENSG00000078401,ENSG00000079337,ENSG00000084207,ENSG00000090061,ENSG00000091409,ENSG00000092820,ENSG00000092969,ENSG00000097033,ENSG00000099250,ENSG00000100100,ENSG00000100234,ENSG00000100644,ENSG00000101144,ENSG00000101871,ENSG00000102580,ENSG00000103966,ENSG00000106211,ENSG00000106538,ENSG00000106804,ENSG00000109062,ENSG00000109911,ENSG00000110651,ENSG00000111907,ENSG00000111961,ENSG00000112079,ENSG00000112715,ENSG00000113296,ENSG00000113645,ENSG00000113721,ENSG00000114166,ENSG00000114315,ENSG00000114738,ENSG00000120885,ENSG00000123080,ENSG00000124145,ENSG00000124181,ENSG00000125398,ENSG00000125968,ENSG00000127472,ENSG00000130203,ENSG00000130988,ENSG00000133048,ENSG00000134215,ENSG00000134352,ENSG00000134569,ENSG00000135272,ENSG00000135446,ENSG00000135744,ENSG00000136160,ENSG00000136869,ENSG00000137486,ENSG00000137936,ENSG00000138448,ENSG00000138646,ENSG00000138685,ENSG00000139946,ENSG00000140299,ENSG00000141510,ENSG00000141736,ENSG00000143772,ENSG00000144476,ENSG00000144579,ENSG00000144677,ENSG00000145431,ENSG00000146247,ENSG00000146648,ENSG00000148053,ENSG00000148498,ENSG00000150907,ENSG00000154229,ENSG00000154310,ENSG00000154928,ENSG00000155760,ENSG00000157110,ENSG00000157240,ENSG00000160712,ENSG00000161202,ENSG00000162407,ENSG00000162733,ENSG00000162734,ENSG00000162889,ENSG00000163083,ENSG00000164056,ENSG00000164342,ENSG00000165795,ENSG00000168209,ENSG00000168610,ENSG00000169252,ENSG00000169860,ENSG00000170075,ENSG00000170425,ENSG00000171517,ENSG00000171791,ENSG00000172936,ENSG00000173334,ENSG00000173402,ENSG00000174804,ENSG00000175215,ENSG00000176105,ENSG00000181449,ENSG00000182541,ENSG00000184304,ENSG00000185043,ENSG00000186951,ENSG00000213853,ENSG00000254087"
"84","yellow",1,TRUE,1.42e-05,1175,781,128,0.164,0.109,"GO:0010941","BP",112,"regulation of cell death",1,"ENSG00000004468,ENSG00000004799,ENSG00000010810,ENSG00000016402,ENSG00000026103,ENSG00000051620,ENSG00000064655,ENSG00000076248,ENSG00000076604,ENSG00000078401,ENSG00000078549,ENSG00000081320,ENSG00000084207,ENSG00000091409,ENSG00000092969,ENSG00000097033,ENSG00000099250,ENSG00000100033,ENSG00000100234,ENSG00000100300,ENSG00000100644,ENSG00000101144,ENSG00000101439,ENSG00000101955,ENSG00000102580,ENSG00000103811,ENSG00000104313,ENSG00000105483,ENSG00000105894,ENSG00000106211,ENSG00000106571,ENSG00000109062,ENSG00000109501,ENSG00000111907,ENSG00000112333,ENSG00000112715,ENSG00000112977,ENSG00000113721,ENSG00000113916,ENSG00000114790,ENSG00000116044,ENSG00000116478,ENSG00000117280,ENSG00000117318,ENSG00000117362,ENSG00000119737,ENSG00000119917,ENSG00000120063,ENSG00000120885,ENSG00000121691,ENSG00000122756,ENSG00000125398,ENSG00000125968,ENSG00000129521,ENSG00000129675,ENSG00000130203,ENSG00000130988,ENSG00000131981,ENSG00000133639,ENSG00000134215,ENSG00000134250,ENSG00000134352,ENSG00000135446,ENSG00000135744,ENSG00000135916,ENSG00000135926,ENSG00000136160,ENSG00000137486,ENSG00000137693,ENSG00000138448,ENSG00000138685,ENSG00000138696,ENSG00000139352,ENSG00000139644,ENSG00000140299,ENSG00000141510,ENSG00000143384,ENSG00000143514,ENSG00000143772,ENSG00000144476,ENSG00000146247,ENSG00000146648,ENSG00000148053,ENSG00000148400,ENSG00000148411,ENSG00000148737,ENSG00000150907,ENSG00000151929,ENSG00000153208,ENSG00000154229,ENSG00000154928,ENSG00000157240,ENSG00000162734,ENSG00000163083,ENSG00000164104,ENSG00000164342,ENSG00000164761,ENSG00000165806,ENSG00000166925,ENSG00000167315,ENSG00000167601,ENSG00000168209,ENSG00000168306,ENSG00000168610,ENSG00000170075,ENSG00000171310,ENSG00000171791,ENSG00000172936,ENSG00000173039,ENSG00000176046,ENSG00000180447,ENSG00000180900,ENSG00000181019,ENSG00000181449,ENSG00000183255,ENSG00000184304,ENSG00000185043,ENSG00000185650,ENSG00000186153,ENSG00000186951,ENSG00000196139,ENSG00000196781,ENSG00000198157,ENSG00000198914,ENSG00000213722,ENSG00000239697,ENSG00000240583,ENSG00000254087"
"69","yellow",1,TRUE,1.52e-05,456,781,62,0.079,0.136,"GO:0035295","BP",74,"tube development",1,"ENSG00000007372,ENSG00000018408,ENSG00000041982,ENSG00000076604,ENSG00000078246,ENSG00000078401,ENSG00000091409,ENSG00000092621,ENSG00000092969,ENSG00000099250,ENSG00000100644,ENSG00000101144,ENSG00000103811,ENSG00000104313,ENSG00000105894,ENSG00000106538,ENSG00000106571,ENSG00000106689,ENSG00000112715,ENSG00000113658,ENSG00000113721,ENSG00000114315,ENSG00000115109,ENSG00000115461,ENSG00000116016,ENSG00000117713,ENSG00000120063,ENSG00000121691,ENSG00000124145,ENSG00000125398,ENSG00000125968,ENSG00000132470,ENSG00000132541,ENSG00000133048,ENSG00000135744,ENSG00000135919,ENSG00000136160,ENSG00000136205,ENSG00000137693,ENSG00000138685,ENSG00000139352,ENSG00000145431,ENSG00000146648,ENSG00000147862,ENSG00000148400,ENSG00000157240,ENSG00000161202,ENSG00000164056,ENSG00000164190,ENSG00000165821,ENSG00000166341,ENSG00000171791,ENSG00000173402,ENSG00000180340,ENSG00000180900,ENSG00000184634,ENSG00000185650,ENSG00000185920,ENSG00000198914,ENSG00000205213,ENSG00000205336,ENSG00000240583"
